"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31533","RTP form is filled and submitted","ux-tests.tests","Fri Jun 19 12:49:24 UTC 2026","broken","Fri Jun 19 12:49:56 UTC 2026","","test_RTP_cancel_v3","",""
"","1149","Whitespaces is allowed in description and company name field","ux-tests.tests","Fri Jun 19 12:53:06 UTC 2026","passed","Fri Jun 19 12:53:07 UTC 2026","","test_RTP_submission_v3","",""
"","31422","RTP form is filled and submitted","ux-tests.tests","Fri Jun 19 12:52:34 UTC 2026","broken","Fri Jun 19 12:53:05 UTC 2026","","test_RTP_submission_v3","",""
"","31525","RTP form cancellation with reason PAID","ux-tests.tests","Fri Jun 19 12:50:28 UTC 2026","broken","Fri Jun 19 12:50:59 UTC 2026","","test_RTP_cancel_v3","",""
"","31511","RTP form cancellation with reason MODT","ux-tests.tests","Fri Jun 19 12:49:56 UTC 2026","broken","Fri Jun 19 12:50:27 UTC 2026","","test_RTP_cancel_v3","",""
"","1283","Whitespaces is allowed in description and company name field","ux-tests.tests","Fri Jun 19 12:53:39 UTC 2026","passed","Fri Jun 19 12:53:40 UTC 2026","","test_RTP_submission_v4","",""
"","31528","RTP form is filled and submitted","ux-tests.tests","Fri Jun 19 12:53:07 UTC 2026","broken","Fri Jun 19 12:53:38 UTC 2026","","test_RTP_submission_v4","",""
"","31339","RTP form is filled and submitted","ux-tests.tests","Fri Jun 19 12:50:59 UTC 2026","broken","Fri Jun 19 12:51:31 UTC 2026","","test_RTP_cancel_v4","",""
"","31338","RTP form cancellation with reason PAID","ux-tests.tests","Fri Jun 19 12:52:02 UTC 2026","broken","Fri Jun 19 12:52:34 UTC 2026","","test_RTP_cancel_v4","",""
"","31413","RTP form cancellation with reason MODT","ux-tests.tests","Fri Jun 19 12:51:31 UTC 2026","broken","Fri Jun 19 12:52:02 UTC 2026","","test_RTP_cancel_v4","",""
