"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
Test RFC callback DS12P with non-existing service provider, cancel via REST Web API.

Flow:
1. Activate payer
2. Send an RTP via GPD message (CREATE VALID)
3. Cancel the RTP via REST cancel endpoint with cancel_reason → RTP to RFC_SENT
4. Send DS12P callback with non-existing BIC (MOCKSP99)
5. Verify callback is rejected with 400 (service provider not found)
","2709","Failed RFC callback for non existing Service Provider - DS-12P CNCL compliant - through Web API cancel","functional-tests.tests.callbacks","Tue Jun 09 09:36:24 UTC 2026","passed","Tue Jun 09 09:36:27 UTC 2026","","test_RTP_callback_DS_12P","",""
"","632","The service returns the mocked server error","functional-tests.tests.availability","Tue Jun 09 09:33:12 UTC 2026","passed","Tue Jun 09 09:33:12 UTC 2026","","test_availability_MOCK","",""
"Test sending a DELETE operation message via GPD message API after a CREATE","1922","A DELETE message after CREATE PARTIALLY_PAID","functional-tests.tests.process_messages_sender","Tue Jun 09 09:38:16 UTC 2026","passed","Tue Jun 09 09:38:18 UTC 2026","","test_RTP_process_sender_DELETE","",""
"Test sending a DELETE operation message via GPD message API after a CREATE","1940","A DELETE message after CREATE DRAFT","functional-tests.tests.process_messages_sender","Tue Jun 09 09:38:29 UTC 2026","passed","Tue Jun 09 09:38:31 UTC 2026","","test_RTP_process_sender_DELETE","",""
"","600","Retrieving activation without valid token returns 401","functional-tests.tests.activation","Tue Jun 09 09:32:32 UTC 2026","passed","Tue Jun 09 09:32:33 UTC 2026","","test_debtor_activation_get","",""
"","5999","An RTP callback is successfully received with status RJCT","functional-tests.tests.callbacks","Tue Jun 09 09:33:56 UTC 2026","passed","Tue Jun 09 09:34:02 UTC 2026","","test_RTP_callback_DS_08","",""
"Test that takeover fails when an invalid OTP is provided","1924","Test Takeover Fails with Invalid OTP","functional-tests.tests.takeover","Tue Jun 09 09:42:44 UTC 2026","passed","Tue Jun 09 09:42:45 UTC 2026","","test_debtor_takeover","",""
"Test sending a DELETE operation message via GPD message API after a CREATE VALID + UPDATE","3536","A DELETE message after CREATE VALID + UPDATE EXPIRED","functional-tests.tests.process_messages_sender","Tue Jun 09 09:38:54 UTC 2026","passed","Tue Jun 09 09:38:57 UTC 2026","","test_RTP_process_sender_DELETE","",""
"","2661","An RTP is sent to a CBI service with activated fiscal code - through Web API","functional-tests.tests.send_rtp","Tue Jun 09 09:40:58 UTC 2026","failed","Tue Jun 09 09:41:00 UTC 2026","","test_RTP_send_CBI","",""
"
Test RFC callback DS12N with RJCR status.

Flow:
1. Activate payer
2. Send an RTP via GPD message (CREATE VALID)
3. Cancel the RTP via GPD message (DELETE) → RTP to RFC_SENT
4. Send DS12N callback with CxlStsId RJCR (Rejected Cancellation Request)
5. Verify callback is accepted (200)
6. Verify RTP status is ERROR_CANCEL
","4089","An RFC callback DS12N RJCR is successfully received and RTP status is ERROR_CANCEL","functional-tests.tests.callbacks","Tue Jun 09 09:34:26 UTC 2026","passed","Tue Jun 09 09:34:30 UTC 2026","","test_RTP_callback_DS_12N","",""
