"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test sending an UPDATE after CREATE VALID + DELETE with different statuses","1859","An UPDATE message with status PUBLISHED after CREATE VALID and DELETE","functional-tests.tests.process_messages_sender","Tue Apr 28 15:22:33 UTC 2026","passed","Tue Apr 28 15:22:35 UTC 2026","","test_RTP_process_sender_UPDATE","",""
"Test sending an UPDATE after CREATE VALID + DELETE with different statuses","1831","An UPDATE message with status INVALID after CREATE VALID and DELETE","functional-tests.tests.process_messages_sender","Tue Apr 28 15:22:20 UTC 2026","passed","Tue Apr 28 15:22:22 UTC 2026","","test_RTP_process_sender_UPDATE","",""
"","1033","An RTP sent with synchronous rejection containing extra fields returns HTTP 422","functional-tests.tests.send_rtp","Tue Apr 28 15:23:13 UTC 2026","failed","Tue Apr 28 15:23:14 UTC 2026","","test_RTP_send_MOCK","",""
"Test sending an UPDATE operation message with different statuses via GPD message API after a CREATE","1379","An UPDATE message with status EXPIRED after CREATE","functional-tests.tests.process_messages_sender","Tue Apr 28 15:22:08 UTC 2026","passed","Tue Apr 28 15:22:10 UTC 2026","","test_RTP_process_sender_UPDATE","",""
"
Verify that a debt position can be deleted successfully.
","457","Happy path: a debt position is deleted in DEV environment","functional-tests.tests.gpd_availability","Tue Apr 28 15:20:46 UTC 2026","failed","Tue Apr 28 15:20:47 UTC 2026","","test_availability_GPD","",""
"","1393","SP_B cannot retrieve activation by Fiscal Code created by SP_A","functional-tests.tests.activation","Tue Apr 28 15:18:26 UTC 2026","passed","Tue Apr 28 15:18:27 UTC 2026","","test_RTP_activation_security","",""
"","383","The service returns the mocked server error","functional-tests.tests.availability","Tue Apr 28 15:19:07 UTC 2026","passed","Tue Apr 28 15:19:07 UTC 2026","","test_availability_MOCK","",""
"","388","Missing Version header returns 200","functional-tests.tests.activation","Tue Apr 28 15:18:49 UTC 2026","passed","Tue Apr 28 15:18:50 UTC 2026","","test_debtor_activation_list","",""
"
Verify that a debt position can be created and published successfully.
","862","Happy path: a debt position is created and published in DEV environment","functional-tests.tests.gpd_availability","Tue Apr 28 15:20:42 UTC 2026","failed","Tue Apr 28 15:20:43 UTC 2026","","test_availability_GPD","",""
"Test sending a DELETE operation message via GPD message API after a CREATE","1260","A DELETE message after CREATE PARTIALLY_PAID","functional-tests.tests.process_messages_sender","Tue Apr 28 15:21:15 UTC 2026","passed","Tue Apr 28 15:21:16 UTC 2026","","test_RTP_process_sender_DELETE","",""
