"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Authenticated but not authorized: token of SP A tries to use OTP issued for SP B","1156","Test Takeover Fails with Wrong SP Token","functional-tests.tests.takeover","Wed Jul 01 07:38:38 UTC 2026","passed","Wed Jul 01 07:38:39 UTC 2026","","test_debtor_takeover","",""
"","1286","RTP is successfully retrieved","functional-tests.tests.get_rtp","Wed Jul 01 07:34:14 UTC 2026","passed","Wed Jul 01 07:34:15 UTC 2026","","test_RTP_get","",""
"Each entry in ``INVALID_PAYER_IDS`` must be rejected with 400.

The ``description`` parameter appears in pytest output to identify which
case failed without having to inspect the raw value.
","383","Querying activation status with an invalid payerId format returns 400","functional-tests.tests.activation","Wed Jul 01 07:30:49 UTC 2026","passed","Wed Jul 01 07:30:50 UTC 2026","","test_debtor_activation_payer_status","",""
"
DS_12N RJCR RFC callback sent with the Version header must be rejected with 404.
The RTP must remain in RFC_SENT (transition to ERROR_CANCEL must not happen).

Flow:
1. Activate payer, send RTP, trigger cancel via GPD DELETE → RFC_SENT
2. Build a valid DS_12N RJCR payload
3. POST to RFC callback endpoint WITH Version header
4. Verify 404 is returned
5. Verify RTP status is still RFC_SENT
","2283","DS_12N RJCR RFC callback with Version header returns 404","functional-tests.tests.callbacks","Wed Jul 01 07:34:02 UTC 2026","failed","Wed Jul 01 07:34:05 UTC 2026","","test_RTP_callback_with_version_header","",""
"","1985","An authenticated creditor Service Provider can send an RTP to an activated debtor","bdd-tests","Wed Jul 01 07:40:42 UTC 2026","passed","Wed Jul 01 07:40:44 UTC 2026","RTP_Sending","RTP","",""
"Test sending an UPDATE operation message with different statuses via GPD message API after a CREATE","1341","An UPDATE message with status INVALID after CREATE","functional-tests.tests.process_messages_sender","Wed Jul 01 07:36:23 UTC 2026","passed","Wed Jul 01 07:36:25 UTC 2026","","test_RTP_process_sender_UPDATE","",""
"
Test RFC callback DS12P with CNCL status, cancel triggered via REST Web API with explicit reason.

Flow:
1. Activate payer
2. Send an RTP via GPD message (CREATE VALID)
3. Cancel the RTP via REST cancel endpoint with cancel_reason → RTP to RFC_SENT
4. Send DS12P callback with CxlStsId CNCL (Cancelled As Per Request)
5. Verify callback is accepted (200)
6. Verify RTP status is CANCELLED
","3013","An RFC callback DS12P CNCL is successfully received and RTP status is CANCEL - through Web API cancel","functional-tests.tests.callbacks","Wed Jul 01 07:33:19 UTC 2026","passed","Wed Jul 01 07:33:22 UTC 2026","","test_RTP_callback_DS_12P","",""
"Each entry in ``INVALID_PAYER_IDS`` must be rejected with 400.

The ``description`` parameter appears in pytest output to identify which
case failed without having to inspect the raw value.
","384","Querying activation status with an invalid payerId format returns 400","functional-tests.tests.activation","Wed Jul 01 07:30:40 UTC 2026","passed","Wed Jul 01 07:30:40 UTC 2026","","test_debtor_activation_payer_status","",""
"Test sending a DELETE operation message via GPD message API after a CREATE","1340","A DELETE message after CREATE VALID","functional-tests.tests.process_messages_sender","Wed Jul 01 07:35:21 UTC 2026","passed","Wed Jul 01 07:35:22 UTC 2026","","test_RTP_process_sender_DELETE","",""
"
Given a noticeNumber that does not correspond to any RTP in the database,
when the payee queries the delivery-status endpoint,
then the response must be HTTP 200 with status=PD_RTP_NOT_DELIVERED and
processingDate absent or null.
","403","Non-existent noticeNumber → PD_RTP_NOT_DELIVERED","functional-tests.tests.get_rtp","Wed Jul 01 07:34:26 UTC 2026","passed","Wed Jul 01 07:34:26 UTC 2026","","test_RTP_get_delivery_status","",""
"Test sending a CREATE operation message with different statuses via GPD message API","791","A CREATE message with status PUBLISHED","functional-tests.tests.process_messages_sender","Wed Jul 01 07:35:16 UTC 2026","passed","Wed Jul 01 07:35:17 UTC 2026","","test_RTP_process_sender_CREATE","",""
"Test that takeover fails when an invalid OTP is provided","1148","Test Takeover Fails with Invalid OTP","functional-tests.tests.takeover","Wed Jul 01 07:38:30 UTC 2026","passed","Wed Jul 01 07:38:31 UTC 2026","","test_debtor_takeover","",""
"Test sending an UPDATE operation message with different statuses via GPD message API after a CREATE","2005","An UPDATE message with status VALID after CREATE","functional-tests.tests.process_messages_sender","Wed Jul 01 07:36:21 UTC 2026","passed","Wed Jul 01 07:36:23 UTC 2026","","test_RTP_process_sender_UPDATE","",""
"","348","The service returns the mocked server error","functional-tests.tests.availability","Wed Jul 01 07:31:26 UTC 2026","passed","Wed Jul 01 07:31:27 UTC 2026","","test_availability_MOCK","",""
"","3729","RTP form cancellation with reason PAID","ux-tests.tests","Wed Jul 01 07:43:41 UTC 2026","passed","Wed Jul 01 07:43:44 UTC 2026","","test_RTP_cancel_v4","",""
"Test sending a DELETE operation message via GPD message API after a standalone UPDATE (no prior CREATE)","2567","A DELETE message after standalone UPDATE INVALID","functional-tests.tests.process_messages_sender","Wed Jul 01 07:36:03 UTC 2026","passed","Wed Jul 01 07:36:06 UTC 2026","","test_RTP_process_sender_DELETE","",""
"","379","A Service Provider with invalid client ID is not authenticated on Keycloak","functional-tests.tests.auth","Wed Jul 01 07:31:02 UTC 2026","passed","Wed Jul 01 07:31:03 UTC 2026","","test_auth","",""
