"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","","0","RTP Callback","1","0","Service provider cancels RTP","0"
"0","","0","Debt Positions","2","0","Update Debt Position","0"
"0","","1","Activation","3","0","Get Debtor activation by ID","0"
"0","","0","Payees Registry","2","0","pagoPA retrieves payees registry","0"
"0","","0","RTP Send","3","0","Service provider sends an RTP to POSTE","0"
"0","","0","RTP Send","3","0","Service provider sends an RTP","0"
"0","","0","RTP Send","2","0","Service provider sends an RTP to CBI","0"
"0","","1","RTP Callback","5","0","Service provider sends a callback referred to an RTP","0"
"0","","0","RTP Submission","2","0","RTP submission though web page","0"
"0","","1","Deactivation","2","0","Debtor deactivation","0"
"0","","0","A Creditor Service Provider sends an RTP through web page","1","0","","0"
"0","","0","RTP Cancel","1","0","Service provider cancels RTP","0"
"0","","0","Activation","5","0","Debtor activation","0"
"0","","0","Debt Positions","2","0","Create Debt Position","0"
"0","","0","A Creditor Service Provider can cancel a Request to Pay","3","0","","0"
"0","","0","Service Providers Registry","2","0","pagoPA retrieves service providers registry","0"
"0","","1","Activation","3","0","List Activations","0"
"0","","0","Debt Positions","1","0","Update Valid Newly Published Debt Position","0"
"0","","2","RTP Get","2","0","Service provider retrieves an RTP","0"
"0","","0","RTP Submission","1","0","Input validation","0"
"0","","0","A Debtor Service Providers activates a debtor","3","0","","0"
"0","","1","RTP Callback","0","0","Service provider sends a callback referred to an RTP with status ACTC","0"
"0","","1","RTP Send","1","0","Service provider sends an RTP to a provider","0"
"0","","1","A Creditor Service Provider sends an RTP through API","3","0","","0"
"0","","1","RTP Send","0","0","Service provider sends an RTP to POSTE directly","0"
"0","","0","Debt Positions","1","0","Update Valid Already Published Debt Position","0"
"0","","0","Authentication","1","0","Client authenticates to CBI","0"
"0","","1","RTP Send","0","0","Service provider sends an RTP to a non-activated debtor","0"
"0","","0","Authentication","2","0","Service Provider authentication","0"
"0","","0","Debt Positions","2","0","Delete Debt Position","0"
"0","","0","Authentication","1","0","Service Provider authenticated","0"
"0","","1","RTP Send","0","0","Service provider sends an RTP to CBI directly","0"
"0","","0","Web page","1","0","The RTP web page is reachable","0"
"0","","0","RTP Service Provider Mock","2","0","Send an RTP to mocked Service Provider","0"
"0","","1","RTP Send","0","0","Service provider sends an RTP to a provider through Sender","0"
"0","","0","RTP Send","1","0","Service provider sends an RTP to ICCREA directly","0"
"0","","0","RTP Submission","1","0","RTP cancellation through web page","0"
