"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","538","Get payees with invalid authorization","functional-tests.tests","Wed Feb 04 15:36:10 UTC 2026","passed","Wed Feb 04 15:36:10 UTC 2026","","test_service_registry_payees_registry","",""
"Test sending a DELETE operation message via GPD message API after a CREATE","1749","A DELETE message after CREATE PAID returns 422","functional-tests.tests","Wed Feb 04 15:33:29 UTC 2026","failed","Wed Feb 04 15:33:31 UTC 2026","","test_RTP_process_sender_DELETE","",""
"","531","The service returns the mocked server error","functional-tests.tests","Wed Feb 04 15:35:11 UTC 2026","passed","Wed Feb 04 15:35:12 UTC 2026","","test_availability_MOCK","",""
"","1247","SP_B cannot retrieve activation by Activation ID created by SP_A","functional-tests.tests","Wed Feb 04 15:32:17 UTC 2026","passed","Wed Feb 04 15:32:19 UTC 2026","","test_RTP_activation_security","",""
"","548","The activation request must contain lower case fiscal code","functional-tests.tests","Wed Feb 04 15:35:22 UTC 2026","passed","Wed Feb 04 15:35:22 UTC 2026","","test_debtor_activation_create","",""
"","1228","An authenticated Service Provider cannot send an RTP to an unactivated debtor","bdd-tests","Wed Feb 04 15:38:16 UTC 2026","passed","Wed Feb 04 15:38:17 UTC 2026","RTP_Sending","RTP","",""
"","1291","SP_B cannot retrieve activation by Fiscal Code created by SP_A","functional-tests.tests","Wed Feb 04 15:32:14 UTC 2026","passed","Wed Feb 04 15:32:15 UTC 2026","","test_RTP_activation_security","",""
"","1166","A second service provider triggers takeover when debtor is already active on another service provider","functional-tests.tests","Wed Feb 04 15:35:18 UTC 2026","passed","Wed Feb 04 15:35:20 UTC 2026","","test_debtor_activation_create","",""
"Test sending an UPDATE operation message with different statuses via GPD message API after a CREATE","1777","An UPDATE message with status PAID is successfully sent after CREATE","functional-tests.tests","Wed Feb 04 15:34:05 UTC 2026","failed","Wed Feb 04 15:34:06 UTC 2026","","test_RTP_process_sender_UPDATE","",""
"","782","Whitespaces is allowed in description and company name field","ux-tests.tests","Wed Feb 04 15:40:43 UTC 2026","passed","Wed Feb 04 15:40:44 UTC 2026","","test_RTP_submission","",""
"","2109","Takeover fails with invalid OTP","bdd-tests","Wed Feb 04 15:37:59 UTC 2026","passed","Wed Feb 04 15:38:01 UTC 2026","Debtor_Activation_Takeover","RTP","",""
"","788","All auth fixtures expose a valid Bearer token format","functional-tests.tests","Wed Feb 04 15:34:32 UTC 2026","passed","Wed Feb 04 15:34:33 UTC 2026","","test_auth","",""
"Test sending a CREATE operation message with different statuses via GPD message API","1231","A CREATE message with status VALID is successfully sent","functional-tests.tests","Wed Feb 04 15:33:07 UTC 2026","passed","Wed Feb 04 15:33:09 UTC 2026","","test_RTP_process_sender_CREATE","",""
"","2494","Attempt to cancel a non-existing RTP","bdd-tests","Wed Feb 04 15:38:09 UTC 2026","passed","Wed Feb 04 15:38:11 UTC 2026","RTP_Cancellation","RTP","",""
"Test sending an UPDATE operation message with different statuses via GPD message API after a CREATE","2186","An UPDATE message with status EXPIRED is successfully sent after CREATE","functional-tests.tests","Wed Feb 04 15:34:07 UTC 2026","passed","Wed Feb 04 15:34:10 UTC 2026","","test_RTP_process_sender_UPDATE","",""
"","1104","A debtor is deactivated by an authenticated service provider","functional-tests.tests","Wed Feb 04 15:35:38 UTC 2026","passed","Wed Feb 04 15:35:39 UTC 2026","","test_debtor_deactivation","",""
"","1969","A debtor Service Provider tries to activates a debtor 2 times, failing the second attempt","bdd-tests","Wed Feb 04 15:37:53 UTC 2026","passed","Wed Feb 04 15:37:55 UTC 2026","Debtor_Activation","RTP","",""
"Takeover with syntactically valid but nonsensical body should fail","1690","Test Takeover Fails with Nonsensical Body","functional-tests.tests","Wed Feb 04 15:36:07 UTC 2026","passed","Wed Feb 04 15:36:09 UTC 2026","","test_debtor_takeover","",""
"","1716","A debtor Service Provider cannot send an RTP","bdd-tests","Wed Feb 04 15:38:17 UTC 2026","passed","Wed Feb 04 15:38:19 UTC 2026","RTP_Sending","RTP","",""
"Reusing the same OTP after a successful takeover should fail","2381","Test Takeover Fails with Reused OTP","functional-tests.tests","Wed Feb 04 15:36:04 UTC 2026","passed","Wed Feb 04 15:36:06 UTC 2026","","test_debtor_takeover","",""
"
Verify that a debt position can be updated successfully.
","6712","Happy path: a debt position is updated in UAT environment","functional-tests.tests","Wed Feb 04 15:34:55 UTC 2026","passed","Wed Feb 04 15:35:02 UTC 2026","","test_availability_GPD","",""
"Availability probe for takeover notification mock endpoint: expects 204 No Content","542","Test Takeover Notification Endpoint","functional-tests.tests","Wed Feb 04 15:35:47 UTC 2026","passed","Wed Feb 04 15:35:48 UTC 2026","","test_debtor_takeover","",""
"","1984","An authenticated Service Provider cannot send an RTP to an activated debtor","bdd-tests","Wed Feb 04 15:38:14 UTC 2026","passed","Wed Feb 04 15:38:16 UTC 2026","RTP_Sending","RTP","",""
"","2380","An RTP callback is successfully received","functional-tests.tests","Wed Feb 04 15:32:24 UTC 2026","passed","Wed Feb 04 15:32:27 UTC 2026","","test_RTP_callback_DS_04","",""
"","2909","An RTP is sent to ICCREA service with activated fiscal code","functional-tests.tests","Wed Feb 04 15:34:16 UTC 2026","failed","Wed Feb 04 15:34:19 UTC 2026","","test_RTP_send_ICCREA","",""
"Test sending a CREATE operation message with different statuses via GPD message API","1147","A CREATE message with status DRAFT is successfully sent","functional-tests.tests","Wed Feb 04 15:33:21 UTC 2026","passed","Wed Feb 04 15:33:22 UTC 2026","","test_RTP_process_sender_CREATE","",""
"Test the takeover flow where a user changes service provider","3801","Test Takeover Flow","functional-tests.tests","Wed Feb 04 15:35:44 UTC 2026","passed","Wed Feb 04 15:35:47 UTC 2026","","test_debtor_takeover","",""
"","3151","Attempt to cancel an already cancelled RTP","bdd-tests","Wed Feb 04 15:38:06 UTC 2026","passed","Wed Feb 04 15:38:09 UTC 2026","RTP_Cancellation","RTP","",""
"","1201","An RTP is sent through API","functional-tests.tests","Wed Feb 04 15:34:20 UTC 2026","passed","Wed Feb 04 15:34:21 UTC 2026","","test_RTP_send_MOCK","",""
"","550","Get paginated list of payees successfully","functional-tests.tests","Wed Feb 04 15:36:09 UTC 2026","passed","Wed Feb 04 15:36:10 UTC 2026","","test_service_registry_payees_registry","",""
"","6962","RTP form is filled and submitted","ux-tests.tests","Wed Feb 04 15:40:36 UTC 2026","failed","Wed Feb 04 15:40:43 UTC 2026","","test_RTP_submission","",""
"","549","Non-existent NextActivationId returns 200 with empty body","functional-tests.tests","Wed Feb 04 15:35:37 UTC 2026","passed","Wed Feb 04 15:35:38 UTC 2026","","test_debtor_activation_list","",""
"","2092","A debtor Service Provider activates a debtor","bdd-tests","Wed Feb 04 15:37:51 UTC 2026","passed","Wed Feb 04 15:37:53 UTC 2026","Debtor_Activation","RTP","",""
"
Verify that a debt position can be updated successfully.
","6693","Happy path: a debt position is updated in DEV environment","functional-tests.tests","Wed Feb 04 15:35:03 UTC 2026","passed","Wed Feb 04 15:35:10 UTC 2026","","test_availability_GPD","",""
"","546","Retrieving non-existent activation returns 404","functional-tests.tests","Wed Feb 04 15:35:26 UTC 2026","passed","Wed Feb 04 15:35:27 UTC 2026","","test_debtor_activation_get","",""
"","513","Missing Version header returns 200","functional-tests.tests","Wed Feb 04 15:35:36 UTC 2026","passed","Wed Feb 04 15:35:36 UTC 2026","","test_debtor_activation_list","",""
"","559","A debtor service provider fails activation due to wrong service provider id","functional-tests.tests","Wed Feb 04 15:35:30 UTC 2026","passed","Wed Feb 04 15:35:31 UTC 2026","","test_debtor_activation_list","",""
"Takeover without a previously issued OTP should fail","1206","Test Takeover Fails without Prior OTP","functional-tests.tests","Wed Feb 04 15:35:57 UTC 2026","passed","Wed Feb 04 15:35:58 UTC 2026","","test_debtor_takeover","",""
"","2398","An RTP callback with status ACTC is successfully received","functional-tests.tests","Wed Feb 04 15:32:31 UTC 2026","passed","Wed Feb 04 15:32:33 UTC 2026","","test_RTP_callback_DS_05","",""
"Test sending a DELETE operation message via GPD message API after a CREATE VALID + UPDATE","2397","A DELETE message after CREATE VALID + UPDATE EXPIRED returns 422","functional-tests.tests","Wed Feb 04 15:33:50 UTC 2026","passed","Wed Feb 04 15:33:53 UTC 2026","","test_RTP_process_sender_DELETE","",""
"","2438","An RTP callback with status REJECTED is successfully received","functional-tests.tests","Wed Feb 04 15:32:51 UTC 2026","passed","Wed Feb 04 15:32:54 UTC 2026","","test_RTP_callback_DS_08","",""
"Test sending a DELETE operation message via GPD message API after a CREATE","1732","A DELETE message after CREATE DRAFT returns 422","functional-tests.tests","Wed Feb 04 15:33:38 UTC 2026","failed","Wed Feb 04 15:33:39 UTC 2026","","test_RTP_process_sender_DELETE","",""
"","1","Successful login","bdd-tests","Wed Feb 04 15:38:19 UTC 2026","broken","Wed Feb 04 15:38:19 UTC 2026","RTP_Web_Sending","RTP","",""
