"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","691","An RTP is sent through API","tests","Tue Jun 24 09:21:18 GMT 2025","passed","Tue Jun 24 09:21:18 GMT 2025","","test_send_rtp","",""
"","336","Get payees with invalid authorization","tests","Tue Jun 24 09:21:20 GMT 2025","passed","Tue Jun 24 09:21:20 GMT 2025","TestServiceProvidersRegistry","test_service_providers_registry","",""
"","463","A Service Provider tries to activates a debtor without having the correct credentials","","Tue Jun 24 09:22:57 GMT 2025","passed","Tue Jun 24 09:22:58 GMT 2025","","","",""
"","491","Failed callback for non existing Service Provider - DS-04b compliant","tests","Tue Jun 24 09:18:34 GMT 2025","passed","Tue Jun 24 09:18:35 GMT 2025","","test_callback","",""
"","684","RTP cancellation fails if ID does not exist","tests","Tue Jun 24 09:18:37 GMT 2025","passed","Tue Jun 24 09:18:38 GMT 2025","","test_cancel_rtp","",""
"","1045","A debtor cannot be activated more than once","tests","Tue Jun 24 09:18:26 GMT 2025","passed","Tue Jun 24 09:18:27 GMT 2025","","test_activation","",""
"","373","Get list of service providers successfully","tests","Tue Jun 24 09:21:19 GMT 2025","passed","Tue Jun 24 09:21:20 GMT 2025","TestServiceProvidersRegistry","test_service_providers_registry","",""
"","2245","RTP form is filled and submitted","tests","Tue Jun 24 09:26:25 GMT 2025","passed","Tue Jun 24 09:26:27 GMT 2025","","test_submission","",""
"","1","Successful login","","Tue Jun 24 09:23:12 GMT 2025","passed","Tue Jun 24 09:23:12 GMT 2025","","","",""
"","1776","Deactivation fails for activation by another service provider","tests","Tue Jun 24 09:18:40 GMT 2025","passed","Tue Jun 24 09:18:42 GMT 2025","","test_deactivation","",""
"","391","Unauthorized callback due to wrong certificate serial","tests","Tue Jun 24 09:18:34 GMT 2025","passed","Tue Jun 24 09:18:34 GMT 2025","","test_callback","",""
"","2155","An RTP is sent to Poste service with activated fiscal code","tests","Tue Jun 24 09:21:13 GMT 2025","failed","Tue Jun 24 09:21:15 GMT 2025","","test_send_rtp","",""
"","689","Deactivation fails for non-existing activation","tests","Tue Jun 24 09:18:39 GMT 2025","passed","Tue Jun 24 09:18:40 GMT 2025","","test_deactivation","",""
"","336","The service returns the mocked server error","tests","Tue Jun 24 09:21:04 GMT 2025","passed","Tue Jun 24 09:21:05 GMT 2025","","test_mock","",""
"","134236","An RTP is sent through POSTE API","tests","Tue Jun 24 09:18:45 GMT 2025","broken","Tue Jun 24 09:21:00 GMT 2025","","test_debtor_service_provider_availability","",""
"","1382","Debtor fiscal code must be lower case during RTP send","tests","Tue Jun 24 09:21:15 GMT 2025","passed","Tue Jun 24 09:21:16 GMT 2025","","test_send_rtp","",""
"","1964","RTP is successfully cancelled","tests","Tue Jun 24 09:18:35 GMT 2025","passed","Tue Jun 24 09:18:37 GMT 2025","","test_cancel_rtp","",""
"","906","The activation request must contain lower case fiscal code","tests","Tue Jun 24 09:18:24 GMT 2025","passed","Tue Jun 24 09:18:25 GMT 2025","","test_activation","",""
"","957","Cannot send RTP with expired date","tests","Tue Jun 24 09:18:45 GMT 2025","passed","Tue Jun 24 09:18:45 GMT 2025","","test_debtor_service_provider_availability","",""
"","1958","Get paginated list of payees successfully","tests","Tue Jun 24 09:21:06 GMT 2025","passed","Tue Jun 24 09:21:08 GMT 2025","TestPayeesRegistry","test_payees_registry","",""
"","872","Auth endpoint returns valid token","tests","Tue Jun 24 09:18:42 GMT 2025","passed","Tue Jun 24 09:18:43 GMT 2025","","test_debtor_service_provider_availability","",""
