"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","RTP","0","RTP_Sending","1","0","Unauthenticated_Creditor","0"
"0","RTP","0","A Creditor Service Provider sends an RTP through API","1","0","Unauthenticated_Creditor","0"
"0","RTP","0","RTP_Cancellation","1","0","Non_existing_RTP","0"
"0","RTP","0","A Creditor Service Provider can cancel a Request to Pay","1","0","Non_existing_RTP","0"
"0","RTP","0","Debtor_Activation","1","0","Already_Activated","0"
"0","RTP","0","A Debtor Service Providers activates a debtor","1","0","Already_Activated","0"
"0","RTP","0","RTP_Cancellation","1","0","Successful_Cancellation","0"
"0","RTP","0","A Creditor Service Provider can cancel a Request to Pay","1","0","Successful_Cancellation","0"
"0","RTP","0","Debtor_Activation_Takeover","1","0","Successful_Takeover","0"
"0","RTP","0","A Debtor Service Provider performs takeover of an existing activation","1","0","Successful_Takeover","0"
"0","RTP","0","RTP_Cancellation","1","0","Already_Cancelled_RTP","0"
"0","RTP","0","A Creditor Service Provider can cancel a Request to Pay","1","0","Already_Cancelled_RTP","0"
"0","RTP","0","Debtor_Activation_Takeover","1","0","Unauthenticated_Provider","0"
"0","RTP","0","A Debtor Service Provider performs takeover of an existing activation","1","0","Unauthenticated_Provider","0"
"0","RTP","0","Debtor_Activation_Takeover","1","0","Invalid_OTP","0"
"0","RTP","0","A Debtor Service Provider performs takeover of an existing activation","1","0","Invalid_OTP","0"
"0","RTP","0","Debtor_Activation","1","0","Happy_Path","0"
"0","RTP","0","A Debtor Service Providers activates a debtor","1","0","Happy_Path","0"
"0","RTP","0","RTP_Sending","1","0","Debtor_Not_Activated","0"
"0","RTP","0","A Creditor Service Provider sends an RTP through API","1","0","Debtor_Not_Activated","0"
"0","RTP","0","RTP_Sending","1","0","Successful_Send","0"
"0","RTP","0","A Creditor Service Provider sends an RTP through API","1","0","Successful_Send","0"
"0","RTP","0","Debtor_Activation","1","0","Wrong_Credentials","0"
"0","RTP","0","A Debtor Service Providers activates a debtor","1","0","Wrong_Credentials","0"
"0","RTP","0","RTP_Sending","1","0","Debtor_Provider_Forbidden","0"
"0","RTP","0","A Creditor Service Provider sends an RTP through API","1","0","Debtor_Provider_Forbidden","0"
"1","RTP","0","RTP_Web_Sending","0","0","Successful_Send","0"
"1","RTP","0","A Creditor Service Provider sends an RTP through web page","0","0","Successful_Send","0"
