"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test sending an UPDATE operation message with different statuses via GPD message API before a CREATE","396","An UPDATE message with status VALID before CREATE","functional-tests.tests.process_messages_sender","Thu Jun 18 10:16:47 UTC 2026","failed","Thu Jun 18 10:16:48 UTC 2026","","test_RTP_process_sender_UPDATE_before_CREATE","",""
"","6965","An RTP is sent through ICCREA API","functional-tests.tests.availability","Thu Jun 18 10:14:14 UTC 2026","passed","Thu Jun 18 10:14:21 UTC 2026","","test_availability_ICCREA","",""
"","1685","An RTP is sent to ICCREA service with activated fiscal code","functional-tests.tests.send_rtp","Thu Jun 18 10:17:01 UTC 2026","passed","Thu Jun 18 10:17:03 UTC 2026","","test_RTP_send_ICCREA","",""
"Test sending a DELETE operation message via GPD message API after a CREATE","420","A DELETE message after CREATE PARTIALLY_PAID","functional-tests.tests.process_messages_sender","Thu Jun 18 10:16:04 UTC 2026","failed","Thu Jun 18 10:16:04 UTC 2026","","test_RTP_process_sender_DELETE","",""
"","1154","An authenticated Service Provider cannot send an RTP to an activated debtor","bdd-tests","Thu Jun 18 10:22:08 UTC 2026","failed","Thu Jun 18 10:22:09 UTC 2026","RTP_Sending","RTP","",""
"Test sending a DELETE operation message via GPD message API after a standalone UPDATE (no prior CREATE)","418","A DELETE message after standalone UPDATE DRAFT","functional-tests.tests.process_messages_sender","Thu Jun 18 10:16:26 UTC 2026","failed","Thu Jun 18 10:16:26 UTC 2026","","test_RTP_process_sender_DELETE","",""
"Test sending a CREATE operation message with different statuses via GPD message API","409","A CREATE message with status PARTIALLY_PAID","functional-tests.tests.process_messages_sender","Thu Jun 18 10:15:55 UTC 2026","failed","Thu Jun 18 10:15:55 UTC 2026","","test_RTP_process_sender_CREATE","",""
"","31438","RTP form is filled and submitted","ux-tests.tests","Thu Jun 18 10:30:41 UTC 2026","broken","Thu Jun 18 10:31:12 UTC 2026","","test_RTP_submission_v3","",""
"","420","missing token → 401 Unauthorized","functional-tests.tests.get_rtp","Thu Jun 18 10:15:41 UTC 2026","passed","Thu Jun 18 10:15:42 UTC 2026","","test_RTP_get","",""
"Test sending a DELETE operation message via GPD message API after a standalone UPDATE (no prior CREATE)","406","A DELETE message after standalone UPDATE PAID","functional-tests.tests.process_messages_sender","Thu Jun 18 10:16:22 UTC 2026","failed","Thu Jun 18 10:16:23 UTC 2026","","test_RTP_process_sender_DELETE","",""
"","2270","A debtor Service Provider successfully takes over an activation from another provider","bdd-tests","Thu Jun 18 10:21:58 UTC 2026","failed","Thu Jun 18 10:22:01 UTC 2026","Debtor_Activation_Takeover","RTP","",""
"","637","inexistent RTP -> empty body","functional-tests.tests.get_rtp","Thu Jun 18 10:15:40 UTC 2026","passed","Thu Jun 18 10:15:41 UTC 2026","","test_RTP_get","",""
"","409","Unauthorized callback due to wrong certificate serial","functional-tests.tests.callbacks","Thu Jun 18 10:14:42 UTC 2026","passed","Thu Jun 18 10:14:42 UTC 2026","","test_RTP_callback_DS_08","",""
"Test the takeover flow where a user changes service provider","392","Test Takeover Flow","functional-tests.tests.takeover","Thu Jun 18 10:18:00 UTC 2026","failed","Thu Jun 18 10:18:00 UTC 2026","","test_debtor_takeover","",""
"Authenticated but not authorized: token of SP A tries to use OTP issued for SP B","404","Test Takeover Fails with Wrong SP Token","functional-tests.tests.takeover","Thu Jun 18 10:18:07 UTC 2026","failed","Thu Jun 18 10:18:08 UTC 2026","","test_debtor_takeover","",""
"","401","An RTP is sent to a CBI service with activated fiscal code - through Web API","functional-tests.tests.send_rtp","Thu Jun 18 10:17:00 UTC 2026","failed","Thu Jun 18 10:17:01 UTC 2026","","test_RTP_send_CBI","",""
"Test that takeover fails when the service provider is unauthenticated","394","Test Takeover Fails with Unauthenticated SP","functional-tests.tests.takeover","Thu Jun 18 10:18:02 UTC 2026","failed","Thu Jun 18 10:18:03 UTC 2026","","test_debtor_takeover","",""
"Test sending a DELETE operation message via GPD message API after a CREATE","420","A DELETE message after CREATE INVALID","functional-tests.tests.process_messages_sender","Thu Jun 18 10:16:03 UTC 2026","failed","Thu Jun 18 10:16:03 UTC 2026","","test_RTP_process_sender_DELETE","",""
"","510","A debtor is activated by an authenticated service provider","functional-tests.tests.activation","Thu Jun 18 10:13:13 UTC 2026","failed","Thu Jun 18 10:13:14 UTC 2026","","test_debtor_activation_create","",""
"","407","Find by payer id request must contain lower case fiscal code","functional-tests.tests.activation","Thu Jun 18 10:13:17 UTC 2026","passed","Thu Jun 18 10:13:18 UTC 2026","","test_debtor_activation_create","",""
"Takeover without a previously issued OTP should fail","414","Test Takeover Fails without Prior OTP","functional-tests.tests.takeover","Thu Jun 18 10:18:05 UTC 2026","failed","Thu Jun 18 10:18:05 UTC 2026","","test_debtor_takeover","",""
"","398","RTP is successfully retrieved","functional-tests.tests.get_rtp","Thu Jun 18 10:15:39 UTC 2026","failed","Thu Jun 18 10:15:40 UTC 2026","","test_RTP_get","",""
"","407","An RTP sent with synchronous rejection is in status REJECTED - DS-08P N","functional-tests.tests.send_rtp","Thu Jun 18 10:17:13 UTC 2026","failed","Thu Jun 18 10:17:13 UTC 2026","","test_RTP_send_MOCK","",""
"","404","All auth fixtures expose a valid Bearer token format","functional-tests.tests.auth","Thu Jun 18 10:13:35 UTC 2026","passed","Thu Jun 18 10:13:35 UTC 2026","","test_auth","",""
"","1880","An RTP sent with synchronous rejection and missing _links results in status REJECTED - through Web API","functional-tests.tests.send_rtp","Thu Jun 18 10:17:46 UTC 2026","passed","Thu Jun 18 10:17:48 UTC 2026","","test_RTP_send_MOCK","",""
"
Test RFC callback DS12N with RJCR status, cancel triggered via REST Web API with explicit reason.

Flow:
1. Activate payer
2. Send an RTP via GPD message (CREATE VALID)
3. Cancel the RTP via REST cancel endpoint with cancel_reason → RTP to RFC_SENT
4. Send DS12N callback with CxlStsId RJCR (Rejected Cancellation Request)
5. Verify callback is accepted (200)
6. Verify RTP status is ERROR_CANCEL
","404","An RFC callback DS12N RJCR is successfully received and RTP status is ERROR_CANCEL - through Web API cancel","functional-tests.tests.callbacks","Thu Jun 18 10:14:58 UTC 2026","failed","Thu Jun 18 10:14:58 UTC 2026","","test_RTP_callback_DS_12N","",""
"","921","Get a page of activations","functional-tests.tests.activation","Thu Jun 18 10:13:21 UTC 2026","passed","Thu Jun 18 10:13:22 UTC 2026","","test_debtor_activation_list","",""
"","989","A debtor Service Provider tries to activates a debtor 2 times, failing the second attempt","bdd-tests","Thu Jun 18 10:21:57 UTC 2026","failed","Thu Jun 18 10:21:58 UTC 2026","Debtor_Activation","RTP","",""
"","1316","An RTP sent when EPC response contains an unknown field is ignored and remains in status SENT - through Web API","functional-tests.tests.send_rtp","Thu Jun 18 10:17:39 UTC 2026","passed","Thu Jun 18 10:17:40 UTC 2026","","test_RTP_send_MOCK","",""
"
Given an RTP is sent successfully (status SENT) for a given noticeNumber + payeeId,
when the payee queries the delivery-status endpoint with the correct noticeNumber
but a different payeeId,
then the response must be HTTP 200 with status=PD_RTP_NOT_DELIVERED, verifying
that the endpoint filters on both fields.
","394","Existing noticeNumber with wrong payeeId → PD_RTP_NOT_DELIVERED","functional-tests.tests.get_rtp","Thu Jun 18 10:15:45 UTC 2026","failed","Thu Jun 18 10:15:45 UTC 2026","","test_RTP_get_delivery_status","",""
"","511","The activation request must contain lower case fiscal code","functional-tests.tests.activation","Thu Jun 18 10:13:16 UTC 2026","passed","Thu Jun 18 10:13:17 UTC 2026","","test_debtor_activation_create","",""
"","378","The service returns the mocked server error","functional-tests.tests.availability","Thu Jun 18 10:14:21 UTC 2026","passed","Thu Jun 18 10:14:21 UTC 2026","","test_availability_MOCK","",""
"
Send the same CREATE VALID message twice.

Because send_gpd_message derives the Idempotency-Key deterministically from
the message id (msg_id), reusing the same payload reuses the same key.

Expectations:
- Both calls return HTTP 200 (idempotent, not an error).
- The resourceId in both responses is identical, proving the API returned
  the cached response and did not process the message twice.
- Querying by notice number returns exactly one RTP, confirming that only
  one record was written to the database.
","398","Two CREATE VALID messages with the same Idempotency-Key both succeed but only one RTP is stored","functional-tests.tests.process_messages_sender","Thu Jun 18 10:16:28 UTC 2026","failed","Thu Jun 18 10:16:28 UTC 2026","","test_RTP_process_sender_IDEMPOTENCY","",""
"OTP bound to payer1 should not work for payer2","398","Test Takeover Fails with OTP Bound to Different Payer","functional-tests.tests.takeover","Thu Jun 18 10:18:04 UTC 2026","failed","Thu Jun 18 10:18:04 UTC 2026","","test_debtor_takeover","",""
"
Test RFC callback DS12P with wrong certificate identity, cancel via REST Web API.

Flow:
1. Activate payer
2. Send an RTP via GPD message (CREATE VALID)
3. Cancel the RTP via REST cancel endpoint with cancel_reason → RTP to RFC_SENT
4. Send DS12P callback with assignee_bic='MOCKSP01' (doesn't match certificate identity MOCKSP04)
5. Verify callback is rejected with 403 (certificate mismatch)
","425","Unauthorized RFC callback due to wrong certificate serial - through Web API cancel","functional-tests.tests.callbacks","Thu Jun 18 10:15:22 UTC 2026","failed","Thu Jun 18 10:15:23 UTC 2026","","test_RTP_callback_DS_12P","",""
