"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1699","A debtor Service Provider tries to activates a debtor 2 times, failing the second attempt","","Sun Jun 08 07:12:33 GMT 2025","passed","Sun Jun 08 07:12:35 GMT 2025","","","",""
"","2851","Successfully cancel a Request to Pay","","Sun Jun 08 07:12:36 GMT 2025","passed","Sun Jun 08 07:12:38 GMT 2025","","","",""
"","2686","Attempt to cancel a non-existing RTP","","Sun Jun 08 07:12:41 GMT 2025","passed","Sun Jun 08 07:12:44 GMT 2025","","","",""
"","1660","A debtor Service Provider cannot send an RTP","","Sun Jun 08 07:12:50 GMT 2025","passed","Sun Jun 08 07:12:51 GMT 2025","","","",""
"","3021","Attempt to cancel an already cancelled RTP","","Sun Jun 08 07:12:38 GMT 2025","failed","Sun Jun 08 07:12:41 GMT 2025","","","",""
"","413","A Service Provider tries to activates a debtor without having the correct credentials","","Sun Jun 08 07:12:35 GMT 2025","passed","Sun Jun 08 07:12:36 GMT 2025","","","",""
"","2119","An authenticated creditor Service Provider can send an RTP to an activated debtor","","Sun Jun 08 07:12:44 GMT 2025","passed","Sun Jun 08 07:12:46 GMT 2025","","","",""
"","1245","An authenticated Service Provider cannot send an RTP to an unactivated debtor","","Sun Jun 08 07:12:48 GMT 2025","passed","Sun Jun 08 07:12:50 GMT 2025","","","",""
"","2067","An authenticated Service Provider cannot send an RTP to an activated debtor","","Sun Jun 08 07:12:46 GMT 2025","passed","Sun Jun 08 07:12:48 GMT 2025","","","",""
"","1","Successful login","","Sun Jun 08 07:12:51 GMT 2025","passed","Sun Jun 08 07:12:51 GMT 2025","","","",""
"","2210","A debtor Service Provider activates a debtor","","Sun Jun 08 07:12:31 GMT 2025","passed","Sun Jun 08 07:12:33 GMT 2025","","","",""
