"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","RTP","0","Debtor_Activation","1","0","Wrong_Credentials","0"
"0","RTP","0","A Debtor Service Providers activates a debtor","1","0","Wrong_Credentials","0"
"0","GPD Availability","0","Delete Debt Positions happy path","2","0","Delete Debt Position","0"
"0","RTP","0","RTP_Cancellation","1","0","Non_existing_RTP","0"
"0","RTP","0","A Creditor Service Provider can cancel a Request to Pay","1","0","Non_existing_RTP","0"
"0","GPD Availability","0","Update Debt Positions happy path","2","0","Update Debt Position","0"
"0","RTP Availability","0","RTP Service Provider Mock","2","0","Send an RTP to mocked Service Provider","0"
"0","","0","Deactivation","2","0","Debtor deactivation","0"
"0","Debtor Activation","0","Activation","4","0","Get Debtor activation by ID","0"
"0","Authentication","0","Authentication Token Retrieval","8","0","Service Provider authentication","0"
"0","","0","RTP Activation","1","0","","0"
"0","RTP Send","1","RTP Send","0","0","Service provider sends an RTP to a provider through Sender","0"
"0","Service Registry Service Providers","0","Service Providers Registry","2","0","pagoPA retrieves service providers registry","0"
"0","RTP","0","Debtor_Activation_Takeover","1","0","Invalid_OTP","0"
"0","RTP","0","A Debtor Service Provider performs takeover of an existing activation","1","0","Invalid_OTP","0"
"0","RTP","0","RTP_Sending","1","0","Unauthenticated_Creditor","0"
"0","RTP","0","A Creditor Service Provider sends an RTP through API","1","0","Unauthenticated_Creditor","0"
"0","Debtor Takeover","0","Takeover unhappy path","1","0","Takeover fails because of wrong SP token","0"
"0","Debtor Takeover","0","Takeover happy path","1","0","Takeover","0"
"0","CBI Availability","0","RTP Send","2","0","Service provider sends an RTP to CBI","0"
"0","RTP Callback","0","RTP Callback DS_05","1","0","Service provider sends a callback referred to an RTP with status ACTC","0"
"0","Service Registry Payees","0","Payees Registry","2","0","pagoPA retrieves payees registry","0"
"0","Debtor Takeover","0","Takeover unhappy path","1","0","Takeover fails because of valid OTP","0"
